human_ensembl_gene_id,human_accession,mouse_ensembl_gene_id,RNA-Seq,STD_rna,Proteomics,STD_prot,outlier,cluster
ENSG00000232434,C9J069,ENSMUSG00000029419,1.7926168945704346,2.638275910020722,117.95,22.671104957632743,1,4
ENSG00000241685,Q92747,ENSMUSG00000029621,1145.0589510049683,111.03688945439178,39.1,7.086042619121057,1,0
ENSG00000140395,Q9GZS3,ENSMUSG00000061559,980.1504097381825,235.36880351099293,81.58333333333333,14.097434754829218,1,0
ENSG00000141736,P04626,ENSMUSG00000062312,39.516615083652404,5.995499974640272,247.7166666666666,53.73130992881772,1,4
ENSG00000142235,Q96Q04,ENSMUSG00000062044,9.423937453278688,8.001157196538397,135.75,12.046700793163252,1,4
ENSG00000143222,Q9Y3C8,ENSMUSG00000062963,1530.943573407162,350.28356733373295,49.599999999999994,10.754719894074414,1,0
ENSG00000143224,P50336,ENSMUSG00000062729,791.5563555839144,355.8055688754521,40.65,5.856193302820528,1,0
ENSG00000151320,Q13023,ENSMUSG00000061603,64.67398816380903,150.65736266036225,134.64999999999998,19.824101492879826,1,4
ENSG00000153130,Q9UIL1,ENSMUSG00000063253,216.38247095671886,35.29192270908863,14.316666666666668,3.715597753614708,1,4
ENSG00000160201,Q01081,ENSMUSG00000061613,987.0565279898838,70.0589862081727,95.88333333333334,23.51624261370568,1,0
ENSG00000164134,Q9BXJ9,ENSMUSG00000063273,1006.606131614382,315.24892116375304,74.48333333333333,18.138623615552167,1,0
ENSG00000165410,Q9Y281,ENSMUSG00000062929,1200.1299872781099,434.7193297990713,53.583333333333336,6.587690541203849,1,0
ENSG00000168530,P05976,ENSMUSG00000061816,521.5259495465029,1274.0631174839841,21.866666666666664,7.390444280736217,1,4
ENSG00000170323,P15090,ENSMUSG00000062515,176.9817326710911,180.75983900148603,80.0,28.95941988369242,1,4
ENSG00000171863,P62081,ENSMUSG00000061477,1834.6820313472365,459.38522353193713,100.98333333333333,22.464765003593218,1,2
ENSG00000172340,Q96I99,ENSMUSG00000061838,5640.375064579433,1729.9073641428715,108.81666666666666,17.158952959509698,1,3
ENSG00000172831,O00748,ENSMUSG00000031877,1024.7915904398542,404.6131815900923,63.51666666666666,7.858604625928618,1,0
ENSG00000172831,O00748,ENSMUSG00000031886,3160.4732691393333,897.7801878476349,63.51666666666666,7.858604625928618,1,2
ENSG00000172831,O00748,ENSMUSG00000050097,1.429899008494823,1.085493473978602,63.51666666666666,7.858604625928618,1,4
ENSG00000172831,O00748,ENSMUSG00000055730,3032.7181500452166,290.93029233670217,63.51666666666666,7.858604625928618,1,2
ENSG00000172831,O00748,ENSMUSG00000061825,295.683502613389,155.47182220303665,63.51666666666666,7.858604625928618,1,4
ENSG00000172831,O00748,ENSMUSG00000062826,1.7387999536643182,3.9412138438361506,63.51666666666666,7.858604625928618,1,4
ENSG00000176619,Q03252,ENSMUSG00000062075,192.0325019651815,91.55157753874887,61.21666666666667,9.960404944913972,1,4
ENSG00000178035,P12268,ENSMUSG00000062867,561.5641003381496,68.66075155374565,47.36666666666667,9.295518633549538,1,4
ENSG00000184178,Q8WU76,ENSMUSG00000062110,132.44972970135018,19.935193675953126,36.43333333333334,8.326984248013604,1,4
ENSG00000047249,Q9UI12,ENSMUSG00000033793,1027.280413200071,240.83239706563427,21.649999999999995,5.673358793519056,1,0
ENSG00000053254,O00409,ENSMUSG00000033713,1773.0969879303448,447.80164038803673,64.91666666666666,16.694480125678265,1,2
ENSG00000060069,Q9Y5B0,ENSMUSG00000033323,145.206705464444,15.872648635216086,27.03333333333333,6.013540277296449,1,4
ENSG00000066056,P35590,ENSMUSG00000033191,201.19847363857266,87.25414551790296,155.25,30.88007448177546,1,4
ENSG00000068831,Q7LDG7,ENSMUSG00000032946,578.1427581579393,222.0862994812528,109.64999999999998,22.865672961887647,1,4
ENSG00000074696,Q9P035,ENSMUSG00000033629,3263.347562440568,277.51618414517867,116.21666666666665,36.28318710734584,1,1
ENSG00000079805,P50570,ENSMUSG00000033335,978.2119867504083,185.56193855173112,49.050000000000004,6.4033584937905825,1,0
ENSG00000084070,Q8WU79,ENSMUSG00000032870,1061.4942438321852,260.498711491771,64.56666666666666,11.25676093139881,1,0
ENSG00000088832,P62942,ENSMUSG00000032966,961.5389481291244,321.15268329860277,58.51666666666667,11.951806000210452,1,0
ENSG00000091527,Q9UKY7,ENSMUSG00000032803,2151.938129739638,796.9320040577065,44.21666666666667,17.783747261661887,1,2
ENSG00000100014,Q69YQ0,ENSMUSG00000033444,365.7030112972448,203.60474582064535,66.26666666666667,12.02541752566898,1,4
ENSG00000100129,Q9Y262,ENSMUSG00000033047,1437.544305368735,264.3970608044007,93.58333333333336,12.570507812601155,1,0
ENSG00000100994,P11216,ENSMUSG00000033059,96.62369580602423,63.43758261778911,114.18333333333334,29.056663033918166,1,4
ENSG00000101474,Q9HDC9,ENSMUSG00000033096,642.5392787874379,101.67330504906664,26.799999999999997,6.956148359544957,1,4
ENSG00000102900,Q8N1F7,ENSMUSG00000032939,94.28757898836484,36.734540386615755,20.416666666666664,3.696169188046816,1,4
ENSG00000104133,Q96JI7,ENSMUSG00000033396,376.58055503957377,64.45306506649563,56.4,15.291697093521046,1,4
ENSG00000183386,Q13643,ENSMUSG00000032643,110.55414337735694,224.5874615973745,10.200000000000001,2.3203448019637083,1,4
ENSG00000184432,P35606,ENSMUSG00000032458,1604.1547740248186,297.8855080458177,72.93333333333332,10.785854934434571,1,0
ENSG00000185909,Q8IXV7,ENSMUSG00000032609,399.70739243436464,237.64829925243293,21.666666666666668,15.408395979681552,1,4
ENSG00000197256,Q63ZY3,ENSMUSG00000032194,1213.0993460231518,607.3726483867833,17.916666666666668,1.9343388189938873,1,0
ENSG00000255529,P0CAP2,ENSMUSG00000032199,1167.656808682068,646.3204248802955,33.800000000000004,9.276421723919198,1,0
ENSG00000062485,O75390,ENSMUSG00000005683,3079.3845391283453,1477.5754620621394,126.3,16.502363467091616,1,2
ENSG00000065911,P13995,ENSMUSG00000005667,27.844932903893334,14.140526078627312,15.066666666666668,3.363133459538391,1,4
ENSG00000071127,O75083,ENSMUSG00000005103,784.5010780057964,306.5656908047699,165.18333333333334,37.67425734724795,1,0
ENSG00000072062,P17612,ENSMUSG00000005469,1346.5741638367845,543.2149321322291,31.283333333333335,4.691446116781762,1,0
ENSG00000090520,Q9UBS4,ENSMUSG00000004460,1352.4969945578116,406.79112543585615,87.95,23.724818229019164,1,0
ENSG00000091436,Q9NYL2,ENSMUSG00000004085,392.31749969246243,304.6049476108973,18.916666666666668,4.367798835416607,1,4
ENSG00000099331,Q13459,ENSMUSG00000004677,650.6909272143095,134.07429476001784,113.08333333333333,17.985707288473996,1,4
ENSG00000099817,P19388,ENSMUSG00000004667,629.84296783996,88.90677460089498,21.433333333333334,8.52353604243372,1,4
ENSG00000099942,P46109,ENSMUSG00000006134,757.6303214330538,339.5593682133116,60.78333333333333,12.584659974217288,1,0
ENSG00000099998,P36269,ENSMUSG00000006344,56.54315645996377,11.529627925840979,106.7,12.517188182655085,1,4
ENSG00000100116,O75600,ENSMUSG00000006378,2243.1063146305437,604.8959179164624,169.35,8.590867243765324,1,2
ENSG00000104774,O00754,ENSMUSG00000005142,1995.6708306317414,379.0050969729518,62.0,11.189280584559492,1,2
ENSG00000105221,P31751,ENSMUSG00000004056,2296.027661006808,896.9381932488108,46.666666666666664,11.241470840893847,1,2
ENSG00000105254,Q99426,ENSMUSG00000006095,425.58292709521766,99.128424517123,30.583333333333332,8.290094490816534,1,4
ENSG00000105402,P54920,ENSMUSG00000006024,1588.4585860301515,152.32263808588223,45.949999999999996,9.892168619670814,1,0
ENSG00000105675,P20648,ENSMUSG00000005553,7.787053721794895,6.242424658114857,40.13333333333333,9.113872210354206,1,4
ENSG00000106069,P52757,ENSMUSG00000004633,777.2831881253842,184.67905688077906,18.916666666666668,6.276118758171061,1,0
ENSG00000106367,P61966,ENSMUSG00000004849,474.6503651790884,60.08706732356657,46.0,8.633655077659753,1,4
ENSG00000106638,Q9Y4P3,ENSMUSG00000005374,295.9474006079502,65.45016813369162,21.599999999999998,6.606360571449306,1,4
ENSG00000109667,Q9NRM0,ENSMUSG00000005107,958.6129848077263,176.66094684929504,43.599999999999994,15.849542580150382,1,0
ENSG00000001630,Q16850,ENSMUSG00000001467,2981.6400515295404,1162.8334260296972,50.29999999999999,15.03090150323659,1,2
ENSG00000004142,Q9Y2S7,ENSMUSG00000001100,1672.97263719689,208.2318623478837,53.21666666666667,8.120447442516122,1,0
ENSG00000065135,P08754,ENSMUSG00000000001,1748.7302863539087,510.44732989185025,66.28333333333333,20.009939196975754,1,2
ENSG00000068120,Q13057,ENSMUSG00000001755,2104.4251240578865,223.9027953692386,109.13333333333334,14.956693039126886,1,2
ENSG00000072818,Q15027,ENSMUSG00000001588,156.02892876881322,78.40729959932774,119.61666666666667,25.438900657588697,1,4
ENSG00000088205,Q9NVP1,ENSMUSG00000001674,453.29124992550715,150.79913470415022,109.88333333333334,11.200788662708833,1,4
ENSG00000089351,Q96CP6,ENSMUSG00000001248,626.8751532872012,309.4099014409542,202.76666666666668,41.06412870945476,1,4
ENSG00000100220,Q9Y3I0,ENSMUSG00000001783,948.4251352478846,247.1355427887368,60.95000000000001,8.633597164565883,1,0
ENSG00000101150,O43399,ENSMUSG00000000827,667.9584347890665,97.99345145007787,20.233333333333334,3.5285502216443887,1,4
ENSG00000102081,Q06787,ENSMUSG00000000838,502.0949112361579,55.29029417309767,53.80000000000001,11.046447392714093,1,4
ENSG00000102575,P13686,ENSMUSG00000001348,2136.0903258977137,310.6760587607123,43.916666666666664,6.982096151347864,1,2
ENSG00000105699,Q86X29,ENSMUSG00000001247,3926.48927067249,855.6919366035253,32.68333333333333,7.659612696910116,1,1
ENSG00000108424,Q14974,ENSMUSG00000001440,1780.6159525974483,966.7622381849008,161.46666666666667,25.734386852355087,1,2
ENSG00000108784,P54802,ENSMUSG00000001751,633.6132532373764,80.15307115380662,48.800000000000004,7.7221758591733725,1,4
ENSG00000110719,Q13488,ENSMUSG00000001750,1144.5606585429725,441.86280531315253,96.65000000000002,20.58764192422241,1,0
ENSG00000073921,Q13492,ENSMUSG00000039361,2006.1084784384536,263.230613685824,43.333333333333336,4.7529639875204905,1,2
ENSG00000086967,Q14324,ENSMUSG00000038670,292.76677244510694,713.3441164873966,39.23333333333333,7.636404040297152,1,4
ENSG00000095906,Q9Y5Y2,ENSMUSG00000039183,362.2292410208563,39.58189058025302,120.84999999999998,31.817778049386167,1,4
ENSG00000101191,Q9BTC0,ENSMUSG00000038914,1324.7999645716338,485.37404226358194,92.39999999999999,10.677640188730841,1,0
ENSG00000103035,P51665,ENSMUSG00000039067,1317.195351551155,83.42462617165926,23.63333333333333,6.390826759243805,1,0
ENSG00000104324,Q9Y646,ENSMUSG00000039007,1245.3582120907838,210.42404174144247,52.56666666666667,7.010468362860408,1,0
ENSG00000108819,Q96SB3,ENSMUSG00000038976,251.42147435527588,79.34928204540635,126.35000000000001,24.418824705542246,1,4
ENSG00000109680,Q8N5T2,ENSMUSG00000039178,82.5585893686697,29.92160698432716,45.03333333333333,11.10075072536388,1,4
ENSG00000111817,Q9UL01,ENSMUSG00000039497,174.26957108771467,79.1413975776629,32.36666666666667,15.519750857106779,1,4
ENSG00000112977,P51397,ENSMUSG00000039168,4788.397110286844,1648.8336992687482,171.45000000000002,26.07111428381994,1,1
ENSG00000118873,Q9H2M9,ENSMUSG00000039318,463.45249150443715,110.02097545174875,20.750000000000004,4.233556424567883,1,4
ENSG00000121104,Q9C073,ENSMUSG00000038893,67.57406104424365,24.937246981955226,118.03333333333332,19.593434274436596,1,4
ENSG00000130813,Q9NUL5,ENSMUSG00000038884,2243.210998863069,972.4444630285586,45.73333333333334,9.947394968868315,1,2
ENSG00000002834,Q14847,ENSMUSG00000038366,2145.62241034563,1352.1128168346804,28.066666666666663,4.877157642179167,1,2
ENSG00000048828,Q9NZB2,ENSMUSG00000038014,2872.5411039681017,955.9285619942862,43.5,6.9498201415576215,1,2
ENSG00000055609,Q8NEZ4,ENSMUSG00000038056,1318.9484628590333,310.6082935228139,107.71666666666665,15.479847113801439,1,0
ENSG00000070366,Q86US8,ENSMUSG00000038290,625.0369686995422,69.31377280592163,70.05,18.027839582157366,1,4
ENSG00000074660,Q14162,ENSMUSG00000038188,589.174057435997,308.96513136996106,94.33333333333333,17.767573460286204,1,4
ENSG00000090530,Q8IVL5,ENSMUSG00000038168,29.685284415207335,12.886873867820318,245.38333333333333,20.716893267733617,1,4
ENSG00000104946,Q9HA65,ENSMUSG00000038520,802.1386412232347,166.6656419587201,21.633333333333336,4.7588514020367,1,0
ENSG00000105926,Q9NZW5,ENSMUSG00000038388,999.9223102720065,179.11636094807992,62.79999999999999,16.272061946784742,1,0
ENSG00000108352,Q9UHV5,ENSMUSG00000038020,34.11192896702328,16.638828150646567,30.21666666666667,4.780550874812093,1,4
ENSG00000110002,O00534,ENSMUSG00000023186,519.1842820787176,169.32507133558832,12.866666666666665,3.0826395615878717,1,4
ENSG00000110002,O00534,ENSMUSG00000038112,3.0407685220501084,5.73261833214122,12.866666666666665,3.0826395615878717,1,4
ENSG00000111667,P45974,ENSMUSG00000038429,1005.0085999855577,162.0754517670743,60.083333333333336,11.010434444955688,1,0
ENSG00000112699,O60547,ENSMUSG00000038372,35.319635552417346,11.364781061175345,45.0,8.035919362462517,1,4
ENSG00000117899,Q14696,ENSMUSG00000038503,620.9175257406467,424.05739340529436,185.16666666666666,34.706982966928514,1,4
ENSG00000214026,Q16540,ENSMUSG00000037772,829.7943190682286,532.9841726303237,117.81666666666666,71.81842149940826,1,0
ENSG00000115415,P42224,ENSMUSG00000026104,1448.7989798797535,814.8896891909015,43.949999999999996,10.232252928851985,1,0
ENSG00000115524,O75533,ENSMUSG00000025982,3616.1000310546,941.4172815424371,24.166666666666668,6.667133317001143,1,1
ENSG00000115993,O60296,ENSMUSG00000026028,498.804250133071,227.58151124636004,122.06666666666666,31.779469263451627,1,4
ENSG00000120992,O75608,ENSMUSG00000025903,3654.230951943873,1563.8254047081584,28.583333333333332,6.528833484372739,1,1
ENSG00000121022,Q92905,ENSMUSG00000025917,1158.5315163772032,302.97863215070305,33.833333333333336,8.910817396101589,1,0
ENSG00000125246,Q8N0X4,ENSMUSG00000025545,556.7531797808723,129.42274398483974,15.749999999999998,4.900102039753866,1,4
ENSG00000125304,Q99805,ENSMUSG00000025544,2963.5875964391166,626.2881337344692,65.81666666666666,16.411997644000152,1,2
ENSG00000130731,Q96S19,ENSMUSG00000025731,1793.5068583218865,135.84372590577902,34.86666666666667,5.895987336033438,1,2
ENSG00000135929,Q02318,ENSMUSG00000026170,6503.469757990363,1211.047918925574,128.41666666666666,16.04960020270495,1,3
ENSG00000140612,P67812,ENSMUSG00000025724,784.7635951737428,65.36979794230356,82.5,26.426047755954727,1,0
ENSG00000141543,P38919,ENSMUSG00000025580,683.5766168014053,124.8458860480526,75.81666666666668,14.05580544354064,1,4
ENSG00000142082,Q9NTG7,ENSMUSG00000025486,1743.50595459991,355.5797556024959,24.783333333333335,3.5119320418633766,1,0
ENSG00000144191,Q16281,ENSMUSG00000026114,1.649557981436705,2.5953137231554173,73.21666666666667,54.36195054140963,1,4
ENSG00000145335,P37840,ENSMUSG00000025889,48.32320851601938,44.12684356287111,173.3166666666667,50.71462971043628,1,4
ENSG00000168418,Q8TDN1,ENSMUSG00000045246,7.292614215360731,16.50702513749084,142.70000000000002,21.07415478732184,1,4
ENSG00000170266,P16278,ENSMUSG00000045594,273.23341390358587,82.77191719745964,22.7,4.236035882756425,1,4
ENSG00000173681,A2AJT9,ENSMUSG00000044150,86.19793663720871,31.07187653012598,108.60000000000001,17.518447419791514,1,4
ENSG00000175073,Q96JH7,ENSMUSG00000045210,840.555676804904,88.94081645995468,23.649999999999995,2.9938269823087635,1,0
ENSG00000179071,Q8N998,ENSMUSG00000044362,4.043798588948842,2.457789473708107,204.55000000000004,21.534600065940396,1,4
ENSG00000189046,Q6NS38,ENSMUSG00000044339,116.49483160840587,50.54687057815987,150.49999999999997,41.33148920617306,1,4
ENSG00000141449,Q9C091,ENSMUSG00000042942,45.728055683280246,15.29835258713047,92.46666666666665,20.400653584301327,1,4
ENSG00000160691,P29353,ENSMUSG00000042626,1180.3363458909016,319.2380592640022,241.0,49.72045856586601,1,0
ENSG00000163462,Q7Z4K8,ENSMUSG00000042766,5.765877310332114,1.7572318487764187,38.166666666666664,36.875773438216406,1,4
ENSG00000165105,Q8IZ41,ENSMUSG00000043003,1.5007424417510993,1.1981895204500619,196.48333333333332,111.10696497819868,1,4
ENSG00000165861,Q9HBF4,ENSMUSG00000042628,969.4738518460312,159.42644491755962,83.35000000000001,17.24618798459532,1,0
ENSG00000167257,Q8ND24,ENSMUSG00000042790,513.1369583985737,95.76614508964913,31.650000000000002,4.133642461558572,1,4
ENSG00000178307,P17152,ENSMUSG00000043284,479.96602921078085,84.02405719376033,78.95,12.265520779812002,1,4
ENSG00000147419,Q86WR0,ENSMUSG00000022035,692.9425546860463,104.29519713375687,80.14999999999999,17.269713373417638,1,4
ENSG00000147647,Q14117,ENSMUSG00000022304,4432.158486966269,519.6117369074381,105.41666666666667,11.897464715924427,1,1
ENSG00000147649,Q86UE4,ENSMUSG00000022255,1994.8220414201098,309.109779699872,65.56666666666666,10.610686437109836,1,2
ENSG00000150753,P48643,ENSMUSG00000022234,2122.2355899714235,371.94802104600427,98.21666666666665,8.479720907356954,1,2
ENSG00000151239,Q12792,ENSMUSG00000022451,1138.3696942670488,352.54485089160534,70.45,13.770221494224415,1,0
ENSG00000152620,Q4G0N4,ENSMUSG00000022253,4343.301224632544,1628.2780990006725,103.35000000000001,19.179025001287215,1,1
ENSG00000153071,P98082,ENSMUSG00000022150,300.56607921616916,56.9757997711619,32.9,4.77367782741986,1,4
ENSG00000154814,Q96HP4,ENSMUSG00000021906,435.78444433169517,206.97459313970862,115.0,30.41512781495419,1,4
ENSG00000155792,Q8TB45,ENSMUSG00000022419,5528.287246816577,733.8396837408733,32.43333333333333,6.099726769837043,1,3
ENSG00000157326,Q9BTZ2,ENSMUSG00000022210,1834.8837730076568,122.10654873654694,65.13333333333333,14.107539355488845,1,2
ENSG00000157445,Q8IZS8,ENSMUSG00000021991,0.29017773061971835,0.7107873747371002,19.316666666666666,10.041397645082414,1,4
ENSG00000163931,P29401,ENSMUSG00000021957,2364.31668429455,716.9736285821134,188.51666666666665,7.956234452721125,1,2
ENSG00000163932,Q05655,ENSMUSG00000021948,295.446841219196,91.57415971570452,11.65,2.303692687838376,1,4
ENSG00000164190,Q6KC79,ENSMUSG00000022141,1105.225544219689,87.95564909743473,17.23333333333333,5.676501269855109,1,0
ENSG00000164796,Q7Z407,ENSMUSG00000022311,0.9290906148205017,1.3230324026997644,121.09999999999998,21.48394749574668,1,4
ENSG00000164961,Q12768,ENSMUSG00000022350,456.68417725775817,161.63273164565098,42.266666666666666,11.894312366281065,1,4
ENSG00000165566,Q8N7J2,ENSMUSG00000021986,14.115127260113562,7.240443769261224,138.65,77.32644437706935,1,4
ENSG00000168453,O43593,ENSMUSG00000022096,26.268660210300386,47.145483464423634,137.4,93.38533075381808,1,4
ENSG00000169862,Q9UQB3,ENSMUSG00000022240,2.9421738481570863,2.422819846056,17.48333333333333,3.6515293599622973,1,4
ENSG00000172172,Q9BYD1,ENSMUSG00000022370,943.7339249696535,345.0630284850998,81.36666666666666,13.837581676964609,1,0
ENSG00000005471,P21439,ENSMUSG00000042476,3902.5868252766018,816.363452595333,47.416666666666664,17.08068109492905,1,1
ENSG00000010327,Q9NY15,ENSMUSG00000042286,1535.0158901704651,528.9280306420621,167.8166666666667,44.26436113473984,1,0
ENSG00000057294,Q99959,ENSMUSG00000041957,609.7894645245909,111.5466399526539,53.166666666666664,13.750878759798104,1,4
ENSG00000074695,P49257,ENSMUSG00000041891,4096.655906170384,2204.331291922836,93.85000000000001,24.714671755861943,1,1
ENSG00000076555,O00763,ENSMUSG00000042010,2035.7253748131907,1342.6864440653173,36.26666666666667,1.782881562714323,1,2
ENSG00000089154,Q92616,ENSMUSG00000041638,1058.386738764602,162.0874984110894,90.61666666666667,20.165159723311557,1,0
ENSG00000100207,Q9UGU0,ENSMUSG00000041852,494.2949016707557,199.0256524695636,26.25,8.463746215476926,1,4
ENSG00000103047,Q9C0B7,ENSMUSG00000041949,127.33848739014559,45.31413614409446,12.15,1.6257306049896454,1,4
ENSG00000106633,P35557,ENSMUSG00000041798,2521.9723981130614,708.5272744603245,90.95,13.579212053723882,1,2
ENSG00000183751,Q12788,ENSMUSG00000040688,253.8445564877392,38.51867886786923,27.333333333333332,5.581278228745335,1,4
ENSG00000196365,P36776,ENSMUSG00000041168,2391.7091258985915,654.3958367630732,71.25,8.917118368621109,1,2
ENSG00000001084,P48506,ENSMUSG00000032350,5112.051508008871,2194.9933777038395,118.23333333333333,27.937549403386594,1,1
ENSG00000028528,Q13596,ENSMUSG00000032382,367.4851077300363,47.93007710572872,21.23333333333333,6.210528694617444,1,4
ENSG00000041357,P25789,ENSMUSG00000032301,3131.256553109922,549.062415576222,122.93333333333332,19.730146139009378,1,2
ENSG00000058335,Q13972,ENSMUSG00000032356,2.9480254053469466,5.571859617932138,133.93333333333334,25.99381977829858,1,4
ENSG00000065833,P48163,ENSMUSG00000032418,3636.1577454672847,1934.5224534635897,83.46666666666665,9.026553421249258,1,1
ENSG00000067225,P14618,ENSMUSG00000032294,863.1159486481323,1141.8838855234803,119.86666666666667,35.09191739798022,1,0
ENSG00000068976,P11217,ENSMUSG00000032648,576.4951836559597,1354.0968335727855,36.583333333333336,8.705266605145798,1,4
ENSG00000083123,P21953,ENSMUSG00000032263,1902.0368621451883,548.0337051996792,18.066666666666666,1.7704989880445188,1,2
ENSG00000103642,P83111,ENSMUSG00000032370,759.184946066477,143.57730531349566,131.41666666666666,20.588192408918918,1,0
ENSG00000172375,O14523,ENSMUSG00000032120,949.3486987044145,252.31125499116308,50.11666666666667,6.738372701674097,1,0
ENSG00000172775,Q9GZU8,ENSMUSG00000031774,455.0452706513735,128.59724173388952,35.21666666666666,7.534299348092473,1,4
ENSG00000179776,P33151,ENSMUSG00000031871,441.10394000087786,346.8632644298213,76.51666666666667,15.395508002877552,1,4
ENSG00000256269,P08397,ENSMUSG00000032126,922.5624301535255,114.74732409439783,142.48333333333335,15.15947448517483,1,0
ENSG00000102910,Q86WA8,ENSMUSG00000047866,4291.24616491082,368.12150772388634,44.533333333333324,8.996147323530593,1,1
ENSG00000108091,Q16204,ENSMUSG00000048701,560.3084066964934,165.14941592142372,20.85,4.758466139419299,1,4
ENSG00000108239,O60347,ENSMUSG00000048720,198.4968721838973,52.22335596674947,18.516666666666666,4.8651481649243395,1,4
ENSG00000110917,Q14165,ENSMUSG00000048578,2072.5169764534567,1095.750412325846,72.7,23.94426862528902,1,2
ENSG00000126953,O60220,ENSMUSG00000048007,786.5720861688002,188.45863420121515,14.350000000000001,1.872698587600258,1,0
ENSG00000127152,Q9C0K0,ENSMUSG00000048251,15.184475102866964,9.200219361273525,32.21666666666667,8.273673106103884,1,4
ENSG00000129128,P61009,ENSMUSG00000048040,2.807911355449098,3.085413724557215,84.8,22.457248273107723,1,4
ENSG00000129128,P61009,ENSMUSG00000048355,0.0,0.0,84.8,22.457248273107723,1,4
ENSG00000142937,P62241,ENSMUSG00000047675,8184.181673717064,3075.710400721052,81.68333333333334,5.993468667363386,1,3
ENSG00000148362,Q9BUH6,ENSMUSG00000047617,580.7143093055778,90.03452884237983,21.95,7.691228770489147,1,4
ENSG00000151240,Q9Y2E4,ENSMUSG00000048264,320.92260332706365,153.47263658689468,80.05,18.702593403055097,1,4
ENSG00000197472,Q8IW36,ENSMUSG00000048280,249.91789169057915,86.46004421366597,112.84999999999998,13.595697848952074,1,4
ENSG00000197472,Q8IW36,ENSMUSG00000055341,7.6175960688306255,9.208837923567577,112.84999999999998,13.595697848952074,1,4
ENSG00000197472,Q8IW36,ENSMUSG00000057842,117.71976949528289,27.62906461564771,112.84999999999998,13.595697848952074,1,4
ENSG00000197472,Q8IW36,ENSMUSG00000098905,81.38316361169505,4.096246172016182,112.84999999999998,13.595697848952074,1,4
ENSG00000018408,Q9GZV5,ENSMUSG00000027803,326.3675149118598,143.91532315621893,44.13333333333333,4.835976288885902,1,4
ENSG00000078070,Q96RQ3,ENSMUSG00000027709,1032.036377964384,272.38929793091023,94.21666666666665,18.827046148205685,1,0
ENSG00000080839,P28749,ENSMUSG00000027641,71.31201035412971,39.58664067094126,39.23333333333333,7.773459118479152,1,4
ENSG00000088833,Q9UNZ2,ENSMUSG00000027455,1036.0535046261327,60.30122299947149,53.466666666666676,5.8715131496630955,1,0
ENSG00000089006,Q9Y5X3,ENSMUSG00000027423,857.9206663606996,192.125025121249,54.666666666666664,10.427207999587745,1,0
ENSG00000089050,O75884,ENSMUSG00000027428,399.69787843192233,115.61674776605076,130.29999999999998,15.37062132771476,1,4
ENSG00000100983,P48637,ENSMUSG00000027610,1089.3096723707667,159.19972362452302,25.400000000000002,4.617358552246078,1,0
ENSG00000101182,O14818,ENSMUSG00000027566,2342.653555911445,617.715447845935,98.06666666666666,13.252722990641086,1,2
ENSG00000101199,Q8N6T3,ENSMUSG00000027575,520.9145991562325,141.90300639947918,149.0666666666667,27.500812109220817,1,4
ENSG00000101310,Q15437,ENSMUSG00000027429,708.228010054099,368.93290690412476,25.333333333333332,4.111771718695806,1,0
ENSG00000101347,Q9Y3Z3,ENSMUSG00000027639,649.0439118519945,85.70568030223798,60.15,4.692440729513799,1,4
ENSG00000101361,O00567,ENSMUSG00000027405,459.8088864531881,186.9440381125729,14.85,5.250047618831661,1,4
ENSG00000101365,O43837,ENSMUSG00000027406,3008.555901155602,678.3681395038478,40.63333333333333,12.316601262794322,1,2
ENSG00000101400,Q13424,ENSMUSG00000027488,411.2293689236216,141.23050628738548,32.06666666666666,6.488348531534558,1,4
ENSG00000101413,Q9NQG5,ENSMUSG00000027651,409.4480276664828,165.03564469251822,23.28333333333333,5.718187358478791,1,4
ENSG00000101447,Q9H4H8,ENSMUSG00000027654,7.746149564550119,8.942211755783424,12.879999999999999,7.293284582408669,1,4
ENSG00000104442,Q9NVT9,ENSMUSG00000027599,656.5085414636939,157.71497077617343,45.03333333333333,6.668633043335544,1,4
ENSG00000114416,P51114,ENSMUSG00000027680,965.8491694543856,360.8271527436419,23.98333333333333,6.816866337743954,1,0
ENSG00000116266,O00186,ENSMUSG00000027882,458.62307662047397,121.71583135057571,61.900000000000006,9.61498829952486,1,4
ENSG00000116337,Q01433,ENSMUSG00000027889,1133.777703071696,366.5579896616261,58.63333333333333,11.660303026365423,1,0
ENSG00000118705,P04844,ENSMUSG00000027642,2879.9414400127785,983.070028575385,130.11666666666667,40.16592668751297,1,2
ENSG00000118729,O14958,ENSMUSG00000027861,66.82619208067361,162.78086633896987,5.483333333333333,2.102775943049251,1,4
ENSG00000162688,P35573,ENSMUSG00000033400,1464.7239086077523,664.3501668735647,129.73333333333332,22.619696431797372,1,0
ENSG00000163539,O75122,ENSMUSG00000033392,350.120905233882,78.46265836419786,21.3,3.2826818304550933,1,4
ENSG00000167280,Q8NFI3,ENSMUSG00000033857,97.30872788684145,30.67328542032166,60.48333333333333,4.745278355024781,1,4
ENSG00000168477,P22105,ENSMUSG00000033327,322.7945665677432,118.62950239653432,34.43333333333333,6.715851894336762,1,4
ENSG00000174607,Q16880,ENSMUSG00000032854,2.515402364456335,0.9769408646297587,45.949999999999996,5.309896420835343,1,4
ENSG00000178605,O43824,ENSMUSG00000033434,322.912609208188,171.3518437031384,200.75,51.817786521618224,1,4
