human_ensembl_gene_id,human_accession,mouse_ensembl_gene_id,MEAN_rna,STD_rna,MEAN_prot,STD_prot
ENSG00000265241,Q9Y5S9,ENSMUSG00000038374,878.3137831699827,184.2972595344021,83.04285714285713,14.270348879507369
ENSG00000265241,Q9Y5S9,ENSMUSG00000078184,8.013468541556506,9.400337749396284,83.04285714285713,14.270348879507369
ENSG00000005022,P05141,ENSMUSG00000016319,6980.901731483395,968.6135908018781,116.34285714285714,42.97118635949975
ENSG00000010244,O43670,ENSMUSG00000017421,1782.39023884475,246.66314497121988,58.15714285714286,10.955342249766725
ENSG00000016391,Q8NE62,ENSMUSG00000015970,2433.10975368314,841.8420605981534,100.87142857142858,20.721141722543045
ENSG00000035687,P30520,ENSMUSG00000015961,885.0637088659284,79.17813300779235,26.9,7.117115520583696
ENSG00000039123,P42285,ENSMUSG00000016018,390.2649847350215,105.50484672971378,144.5,22.373496225072497
ENSG00000072778,P49748,ENSMUSG00000018574,5577.025700031865,921.5937182694875,59.24285714285714,12.358648408146841
ENSG00000072849,Q9GZP9,ENSMUSG00000018442,3521.614643191018,1189.0697104145338,35.05714285714286,13.90705542076361
ENSG00000077097,Q02880,ENSMUSG00000017485,967.0784598706679,630.8145290947148,28.028571428571432,5.215270618007048
ENSG00000077721,P49459,ENSMUSG00000016308,518.0215358713177,110.81067305169103,15.314285714285713,3.468154442653215
ENSG00000078304,Q13362,ENSMUSG00000017843,852.3212744409045,266.851507661211,22.471428571428568,8.080782611792475
ENSG00000100243,P00387,ENSMUSG00000018042,10945.611795441722,1398.0330409163166,86.78571428571429,60.61175432129286
ENSG00000100266,Q9UNF0,ENSMUSG00000016664,919.573437814058,300.0915942068855,73.27142857142859,13.2216633201871
ENSG00000100353,O15371,ENSMUSG00000016554,1351.1911764707313,252.50255360790177,43.142857142857146,6.56426110156534
ENSG00000183597,Q6ICL3,ENSMUSG00000013539,814.5713496903342,196.75040457018284,109.50000000000001,16.786800370132084
ENSG00000184371,P09603,ENSMUSG00000014599,254.07626005952457,67.10954670019417,112.68571428571428,46.78997145298797
ENSG00000187446,Q99653,ENSMUSG00000014077,3898.9336546336667,1584.1278099525534,29.414285714285718,10.286468226336412
ENSG00000188986,Q8WX92,ENSMUSG00000013465,496.9759377193407,70.86223591459438,12.957142857142856,2.9641508862050996
ENSG00000198898,P47755,ENSMUSG00000015733,1208.1798086303352,410.31899420795634,88.92857142857142,19.348791029046605
ENSG00000203879,P31150,ENSMUSG00000015291,1686.0501676743356,321.6764546326504,61.385714285714286,13.141718377166736
ENSG00000204673,Q96B36,ENSMUSG00000011096,1189.8891398236228,138.2442295327758,90.05714285714285,27.037680937465595
ENSG00000206560,O15084,ENSMUSG00000014496,653.7336394466666,97.66526953221474,,
ENSG00000213639,P62140,ENSMUSG00000014956,1961.880596135539,483.6587114721366,13.142857142857142,3.8426801162978004
ENSG00000003056,P20645,ENSMUSG00000007458,2116.24759367764,354.4929694621191,49.671428571428564,23.779523003746615
ENSG00000006451,P11233,ENSMUSG00000008859,624.4456166723974,106.12190275668735,50.800000000000004,16.021652016360026
ENSG00000008394,P10620,ENSMUSG00000008540,61693.82511158806,23020.38243083607,106.0142857142857,57.02860184654213
ENSG00000011304,P26599,ENSMUSG00000006498,1862.4090609227585,334.7216854436246,27.042857142857144,5.714267857114955
ENSG00000042753,P53680,ENSMUSG00000008036,1500.9181705573822,304.158775863918,106.5,18.47989898962293
ENSG00000054967,Q969Z4,ENSMUSG00000008318,12.112183805770112,3.3942947491913933,14.299999999999999,5.276994093863159
ENSG00000060971,P09110,ENSMUSG00000010651,10387.297551009668,5457.99839955925,38.57142857142858,11.917873731740668
ENSG00000060971,P09110,ENSMUSG00000036138,2805.0623018059514,761.3992529185587,38.57142857142858,11.917873731740668
ENSG00000157181,Q5SWX8,ENSMUSG00000006010,799.4009777759637,132.47305895953622,13.414285714285715,5.286280535949819
ENSG00000158604,Q7Z7H5,ENSMUSG00000004394,1002.8342697058766,226.3589924210389,31.042857142857148,9.422996187140116
ENSG00000159210,Q96H20,ENSMUSG00000006058,938.6966917204434,213.36765303057467,,
ENSG00000159352,P55036,ENSMUSG00000005625,2336.1286094749644,745.4033546963839,87.14285714285714,17.283118655965723
ENSG00000159377,P28070,ENSMUSG00000005779,3245.45914329339,1045.991095574153,26.457142857142856,3.911886647495956
ENSG00000161217,P49585,ENSMUSG00000005615,942.4341645859544,525.6787879396848,79.45714285714287,16.220753901802993
ENSG00000163157,Q9NZQ9,ENSMUSG00000005628,14.395372619249315,15.635627530734096,,
ENSG00000163466,O15144,ENSMUSG00000006304,1934.5549347537958,220.63997044730712,141.35714285714286,26.23146057331775
ENSG00000164024,P53582,ENSMUSG00000005813,457.352024816188,72.91462542306897,24.228571428571428,4.1588116434522835
ENSG00000165792,Q9H7H0,ENSMUSG00000004561,362.130983910578,91.3189585485231,63.15714285714286,20.638221591895714
ENSG00000165795,Q9UN36,ENSMUSG00000004558,25307.496484703384,8400.161194719407,570.2428571428571,132.57879238579673
ENSG00000165801,Q8TER5,ENSMUSG00000004562,236.48052986748968,36.26128600382794,317.1857142857143,171.19354961146004
ENSG00000167815,P32119,ENSMUSG00000005161,2705.3699835500342,684.1524307840249,281.3142857142857,42.564986728978255
ENSG00000168610,P40763,ENSMUSG00000004040,1972.2507023364055,337.6520595223396,70.47142857142858,15.87899181158492
ENSG00000170889,P46781,ENSMUSG00000006333,6231.439479905074,1177.5230264650042,69.17142857142858,14.514557552759952
ENSG00000171105,P06213,ENSMUSG00000005534,2392.1625819482474,772.9995332768834,22.785714285714285,6.052941040361722
ENSG00000172009,P52888,ENSMUSG00000004929,166.23626931580543,42.280471590052386,85.6857142857143,11.546922904888062
ENSG00000172932,Q6ZTN6,ENSMUSG00000005986,15.138981943364374,6.344432128896729,12.485714285714286,1.850611224639553
ENSG00000177469,Q6NZI2,ENSMUSG00000004044,332.0842785104397,414.1964224902438,,
ENSG00000183914,Q9P225,ENSMUSG00000005237,7.853007412671859,9.657794868253964,112.72857142857143,25.01850743521112
ENSG00000186298,P36873,ENSMUSG00000004455,1588.4225914009683,296.9240058444419,23.900000000000002,6.430137375411715
ENSG00000189367,Q6ZU52,ENSMUSG00000004360,2.805166483429961,7.008412708300236,23.342857142857138,12.684748998023458
ENSG00000197417,Q9UHJ6,ENSMUSG00000005951,1058.9836438130785,98.70606160180273,103.31428571428572,22.05451039065317
ENSG00000213145,P50238,ENSMUSG00000006360,102.63820415716712,46.27167542740277,74.48571428571428,25.057362761699974
ENSG00000213366,P28161,ENSMUSG00000004035,1767.9050677550817,271.24172420998184,82.07142857142857,17.677925433122734
ENSG00000213619,O75489,ENSMUSG00000005510,2839.4751169870215,750.9322982460941,24.41428571428571,3.216845541535253
ENSG00000215021,Q99623,ENSMUSG00000004264,4319.521082894535,693.9647926454991,146.45714285714286,38.78035830773345
ENSG00000242114,Q9UDX5,ENSMUSG00000004748,474.0109798051813,81.74936368645838,44.59999999999999,16.723934943666816
ENSG00000272333,Q9UMN6,ENSMUSG00000006307,1013.3796440645862,294.9747544861687,58.199999999999996,11.47693338832286
ENSG00000065427,Q15046,ENSMUSG00000031948,1059.5253625670762,201.7497408972977,96.61428571428571,13.066806364656534
ENSG00000069329,Q96QK1,ENSMUSG00000031696,1596.7908325561327,307.5455540101117,54.07142857142857,12.418630397607494
ENSG00000069345,O60884,ENSMUSG00000031701,1842.8120011935614,464.5713754701988,138.5142857142857,35.57655728947685
ENSG00000086848,Q9H6U8,ENSMUSG00000032059,360.32461374327664,83.8161032699464,33.07142857142857,11.082225150470203
ENSG00000088682,O75208,ENSMUSG00000031782,1611.6219914566598,213.62275412604572,65.88571428571429,11.647521706558951
ENSG00000167323,Q13586,ENSMUSG00000030987,590.4112725208497,196.9234620709608,12.4,5.012650662739892
ENSG00000168040,Q13158,ENSMUSG00000031077,199.9665369822647,60.67751986056139,70.18571428571428,12.963208009777592
ENSG00000172534,P51610,ENSMUSG00000031386,842.5962888992862,204.1494733693352,38.128571428571426,6.526539227317514
ENSG00000175390,O00303,ENSMUSG00000031029,1546.7606897645512,148.13349691620672,78.27142857142857,24.766288531369565
ENSG00000177189,P51812,ENSMUSG00000031309,259.58626363415044,77.97753479807481,,
ENSG00000180815,Q6ZN16,ENSMUSG00000031303,31.558884082905017,12.770633699523433,,
ENSG00000182492,P21810,ENSMUSG00000031375,1790.001646151922,931.1858236605608,21.12857142857143,10.987070323144122
ENSG00000182872,P98175,ENSMUSG00000031060,692.780846020076,214.26106516322645,29.642857142857146,9.632385848939874
ENSG00000183549,Q6NUN0,ENSMUSG00000030972,1925.00242213369,364.4091376336445,74.45714285714284,11.525024532563497
ENSG00000187498,P02462,ENSMUSG00000031502,672.8024671693967,535.577458513517,18.242857142857144,8.767146465233552
ENSG00000196338,Q9NZ94,ENSMUSG00000031302,3.244580034456509,7.794327492746879,45.67142857142857,2.771710834914231
ENSG00000196924,P21333,ENSMUSG00000031328,700.6343937028457,280.4327103940061,36.77142857142858,10.715831634504509
ENSG00000198753,Q9ULL4,ENSMUSG00000031385,5.142489192099311,3.3647143065460825,13.457142857142856,3.714322344141725
ENSG00000198910,P32004,ENSMUSG00000031391,14.593973149133168,11.36487122283247,175.3714285714286,34.064826154735925
ENSG00000213995,Q8IW45,ENSMUSG00000031505,1168.6888687746161,254.38020403883476,121.24285714285713,14.949343033821158
ENSG00000243279,O60831,ENSMUSG00000031149,142.95170646767173,39.67113658367287,,
ENSG00000129680,Q8IWC1,ENSMUSG00000067878,1.5390316088620761,1.0089160481787385,,
ENSG00000130396,P55196,ENSMUSG00000068036,1538.0477295361156,480.24376579230574,95.17142857142856,18.375138483443177
ENSG00000138385,P05455,ENSMUSG00000068882,1116.6108501535225,253.91294946612678,43.51428571428572,9.414426619366077
ENSG00000141504,Q96F10,ENSMUSG00000069835,267.0823629613983,35.774376027937635,34.885714285714286,8.44460943865544
ENSG00000143106,P28066,ENSMUSG00000068749,1065.7984728748577,265.67785262443977,40.2,6.226288353960701
ENSG00000143375,Q9P2M7,ENSMUSG00000068876,900.0131496464256,202.52811470875432,84.04285714285713,19.308276044471807
ENSG00000143416,Q13228,ENSMUSG00000068874,6524.4086545541795,902.7487550127261,168.07142857142858,29.281832495349647
ENSG00000143416,Q13228,ENSMUSG00000068877,326.44831873733574,129.7150765347535,168.07142857142858,29.281832495349647
ENSG00000144035,Q9UHE5,ENSMUSG00000030004,10.397753228533718,7.920289013396706,123.64285714285714,47.21831767237715
ENSG00000144035,Q9UHE5,ENSMUSG00000033634,14139.048192025537,3785.876077658514,123.64285714285714,47.21831767237715
ENSG00000144035,Q9UHE5,ENSMUSG00000051262,14.317301262359836,13.346402388124465,123.64285714285714,47.21831767237715
ENSG00000144035,Q9UHE5,ENSMUSG00000057103,4156.857115890725,1695.6784480552994,123.64285714285714,47.21831767237715
ENSG00000144035,Q9UHE5,ENSMUSG00000068299,488.2735786142954,674.4045089308346,123.64285714285714,47.21831767237715
ENSG00000144035,Q9UHE5,ENSMUSG00000079494,3.654915836945204,4.0303324946594286,123.64285714285714,47.21831767237715
ENSG00000144035,Q9UHE5,ENSMUSG00000079495,1.623302492613814,3.0458547092165,123.64285714285714,47.21831767237715
ENSG00000144035,Q9UHE5,ENSMUSG00000089694,29.39169642992072,18.042886482634156,123.64285714285714,47.21831767237715
ENSG00000145692,Q93088,ENSMUSG00000069324,827.3658233925702,808.4270840521682,342.85714285714283,74.374746098006
ENSG00000145692,Q93088,ENSMUSG00000074768,117862.37625054746,26285.181160686698,342.85714285714283,74.374746098006
ENSG00000151150,Q12955,ENSMUSG00000069601,499.1419610198831,246.11799944965227,17.242857142857144,4.615862917829176
ENSG00000163126,Q86SG2,ENSMUSG00000067653,175.91296202407133,107.63986793656282,,
ENSG00000164199,Q8WXG9,ENSMUSG00000069170,22.17174691202202,11.2201658832449,90.27142857142859,21.145820255684438
ENSG00000165140,P09467,ENSMUSG00000069805,15128.1060113672,3004.807547675468,124.8,20.876621693495657
ENSG00000173898,O15020,ENSMUSG00000067889,1384.4771090697775,539.3311004721328,111.5142857142857,20.315218316279427
ENSG00000175745,P10589,ENSMUSG00000069171,28.196434724337134,20.61426916879681,,
ENSG00000176542,Q68DE3,ENSMUSG00000068284,812.1693716230126,149.66172394252274,222.02857142857144,60.46488552004693
ENSG00000181929,P54619,ENSMUSG00000067713,742.5815861883915,58.81469411440617,131.25714285714284,28.69244134743836
ENSG00000188342,P13984,ENSMUSG00000067995,219.7711985503667,50.85060831742251,244.8142857142857,129.05562661854293
ENSG00000188536,P69905,ENSMUSG00000069917,11132.01378326008,9642.412433695261,139.85714285714286,24.140136504920395
ENSG00000206172,P69905,ENSMUSG00000069917,11132.01378326008,9642.412433695261,139.85714285714286,24.140136504920395
ENSG00000188536,P69905,ENSMUSG00000069919,7990.308079598335,6872.137114077342,139.85714285714286,24.140136504920395
ENSG00000206172,P69905,ENSMUSG00000069919,7990.308079598335,6872.137114077342,139.85714285714286,24.140136504920395
ENSG00000174667,Q8NG98,ENSMUSG00000051118,387.0385326683957,209.41879914966216,184.85714285714286,53.18899814632275
ENSG00000176055,Q68D91,ENSMUSG00000051098,273.98560099023615,66.3488609063321,101.61428571428571,45.36020387121397
ENSG00000176422,Q8WW59,ENSMUSG00000051346,490.36664468235944,78.37826302600487,133.94285714285715,25.14218613823236
ENSG00000177225,Q8NB37,ENSMUSG00000051007,484.0204809129104,121.27862039254958,39.24285714285714,8.439561035752421
ENSG00000178913,Q15545,ENSMUSG00000051316,129.87013707002342,22.862550092706012,12.357142857142858,2.097504185817947
ENSG00000188937,Q9GZU5,ENSMUSG00000051228,1.2087548511632655,1.438329852464889,262.0142857142857,93.72545773999414
ENSG00000197077,Q9BY89,ENSMUSG00000051339,1274.889374698753,477.43793517526814,52.35714285714287,18.97813277984754
ENSG00000198356,O43681,ENSMUSG00000052456,586.5671231898465,55.61520739972108,30.014285714285716,5.99595101476226
ENSG00000218891,Q8NAF0,ENSMUSG00000051550,433.903874461689,194.18596482963505,137.0142857142857,40.06288509212438
ENSG00000241839,Q8TD55,ENSMUSG00000050721,167.85880416710168,132.35710875753423,,
ENSG00000243156,Q7RTP6,ENSMUSG00000051586,611.654665234019,147.30098367825153,107.65714285714286,28.80809244771667
ENSG00000009307,O75534,ENSMUSG00000068823,3669.56215935228,676.8107899214798,34.01428571428571,8.546817842805313
ENSG00000031698,P49591,ENSMUSG00000068739,1162.9835950485315,103.8543362243675,314.24285714285713,46.72796654192067
ENSG00000038532,Q2KHT3,ENSMUSG00000068663,291.507790288095,171.63912329823614,35.614285714285714,5.786313901909277
ENSG00000066777,Q9Y6D6,ENSMUSG00000067851,1298.9590284211538,469.32416856667203,61.27142857142858,15.763535378177307
ENSG00000071626,Q96EP5,ENSMUSG00000069565,1414.6239306188468,485.27679917665984,94.61428571428571,16.454120919638804
ENSG00000081052,P53420,ENSMUSG00000067158,30.09724478269789,26.400884635885156,78.85714285714285,13.20806030963128
ENSG00000100097,P09382,ENSMUSG00000068220,314.12418131012794,103.72355804300231,136.18571428571428,60.22633500862749
ENSG00000100151,Q9NRD5,ENSMUSG00000068206,406.97094509618074,117.96553342593917,429.8142857142857,90.5711033492734
ENSG00000101335,P24844,ENSMUSG00000067818,83.6511836655906,57.19670986416934,59.38571428571429,20.666351764113937
ENSG00000101337,Q92544,ENSMUSG00000068040,743.8250136325033,232.68356331047568,81.28571428571429,27.173604139030985
ENSG00000102241,O43719,ENSMUSG00000067873,651.2214993321674,75.08548720897163,74.58571428571429,18.186939322072913
ENSG00000114654,Q9HA90,ENSMUSG00000068263,20.488964802556733,10.121436684711709,122.08571428571427,19.468729505836492
ENSG00000120438,P17987,ENSMUSG00000068039,2060.5002624978556,332.1178591313712,23.400000000000002,5.336977921383349
ENSG00000124942,Q09666,ENSMUSG00000069833,736.99835033134,150.06614739632698,24.728571428571428,5.9165627086775885
ENSG00000125878,Q12870,ENSMUSG00000068079,3.167943216209113,5.791462127009645,34.400000000000006,23.592654224002295
ENSG00000204138,Q8IZ21,ENSMUSG00000066043,736.5516183289791,134.26952013767698,52.74285714285714,10.056649067964463
ENSG00000205339,O95373,ENSMUSG00000066232,1244.54019763176,197.91746153512935,22.599999999999998,3.692334401612797
ENSG00000254986,Q9NY33,ENSMUSG00000063904,945.3349286353671,238.56727274614158,82.5,18.983326016972544
ENSG00000046604,Q14126,ENSMUSG00000044393,2181.5049467715144,793.9418408211401,54.67142857142857,10.662819246602387
ENSG00000076826,Q9P1Y5,ENSMUSG00000044433,464.904636919746,137.52391162315743,,
ENSG00000099622,Q14011,ENSMUSG00000045193,525.7977818374728,81.72930791972885,,
ENSG00000178904,Q6ZPD9,ENSMUSG00000043671,79.57373219662854,72.93994192555286,138.31428571428572,26.713818432378684
ENSG00000179295,Q06124,ENSMUSG00000043733,841.7275958609274,450.8982488025831,151.8714285714286,28.504602802922566
ENSG00000182118,Q96GI7,ENSMUSG00000043068,122.85095122083804,50.280465780147324,,
ENSG00000184381,O60733,ENSMUSG00000042632,610.7096140665378,111.54825990021696,54.533333333333324,32.57236047121343
ENSG00000197056,Q5SVZ6,ENSMUSG00000043872,78.77901200137198,14.48966960688734,61.128571428571426,11.50169759727005
ENSG00000205669,Q3I5F7,ENSMUSG00000043487,33.96748716611147,10.439628776906222,326.14285714285717,79.99978869019711
ENSG00000008311,Q9UDR5,ENSMUSG00000029695,5792.793151972691,1462.8419455896799,169.08571428571426,32.80190180316931
ENSG00000010379,Q9NSD5,ENSMUSG00000030108,3499.846273624961,487.6492849009399,,
ENSG00000023697,Q9Y315,ENSMUSG00000030225,1154.657238544404,266.57165554381834,20.357142857142854,4.215786657654434
ENSG00000052126,Q9HAU0,ENSMUSG00000030231,803.7048005739143,166.9516799106678,88.47142857142856,23.813351597070795
ENSG00000055130,Q13616,ENSMUSG00000029686,1319.700748594345,395.39040473333756,50.67142857142858,10.79825823697419
ENSG00000058262,P61619,ENSMUSG00000030082,2650.5724208481115,508.72125566314907,51.557142857142864,27.36590683940251
ENSG00000070950,Q9NS91,ENSMUSG00000030254,23.491391434141452,12.94262389161992,21.942857142857143,6.502270665661636
ENSG00000075292,Q14966,ENSMUSG00000030016,658.4707450878286,149.14883304217207,14.37142857142857,4.342700498428095
ENSG00000082805,Q8IUD2,ENSMUSG00000030172,421.5216751378536,132.633503000915,35.32857142857143,7.022752139941123
ENSG00000089693,Q15773,ENSMUSG00000030120,2390.5769632479746,598.7779526517708,68.02857142857144,16.13254622243642
ENSG00000106049,P31937,ENSMUSG00000029776,8894.256248772846,1584.27087612164,281.57142857142856,49.69616733329693
ENSG00000106105,P41250,ENSMUSG00000029777,826.3400109350648,81.54971337510393,64.39999999999999,11.677043004688016
ENSG00000106299,O00401,ENSMUSG00000029684,1502.4793299754915,265.79897914792616,88.44285714285715,18.32356016561348
ENSG00000106327,Q9UP52,ENSMUSG00000029716,7553.723657032336,1823.6543121260347,28.542857142857144,8.386071218168285
ENSG00000106351,O95081,ENSMUSG00000029722,754.82215509315,117.97058715339251,37.91428571428572,9.19337235393494
ENSG00000111266,Q9BY84,ENSMUSG00000030203,807.9651644624998,99.09638979362138,91.01428571428572,24.144249044125637
ENSG00000232434,C9J069,ENSMUSG00000029419,2.789570278592454,5.349293489665188,,
ENSG00000241685,Q92747,ENSMUSG00000029621,1032.2791851464012,120.60288155303292,91.91428571428571,16.641056514078723
ENSG00000140395,Q9GZS3,ENSMUSG00000061559,846.6014655692469,133.7753263744572,76.15714285714286,13.030458823190271
ENSG00000141736,P04626,ENSMUSG00000062312,26.08486693788123,10.85532506270316,389.9857142857142,144.24999628620944
ENSG00000142235,Q96Q04,ENSMUSG00000062044,11.178693360033837,14.32249150768492,166.25714285714284,23.667759867441134
ENSG00000143222,Q9Y3C8,ENSMUSG00000062963,1555.5683250231084,250.74338946533817,,
ENSG00000143224,P50336,ENSMUSG00000062729,752.2896448748069,310.08495609954406,11.042857142857144,2.261162785572313
ENSG00000151320,Q13023,ENSMUSG00000061603,14.5092483614773,31.966759815890505,,
ENSG00000153130,Q9UIL1,ENSMUSG00000063253,247.7879990065507,44.57990531275548,15.185714285714283,4.619317616065736
ENSG00000160201,Q01081,ENSMUSG00000061613,1056.8217984103205,228.440260083648,171.2,36.61889311999113
ENSG00000164134,Q9BXJ9,ENSMUSG00000063273,1368.039890114521,789.5740929718235,43.042857142857144,10.28507934548184
ENSG00000165410,Q9Y281,ENSMUSG00000062929,1007.1505878863552,189.50261315682803,79.25714285714285,14.336300910957604
ENSG00000168530,P05976,ENSMUSG00000061816,107.25639537312772,278.96978231546444,17.32857142857143,12.845973984834611
ENSG00000170323,P15090,ENSMUSG00000062515,416.70370751241734,653.0325420646461,141.15714285714287,49.90356891522079
ENSG00000171863,P62081,ENSMUSG00000061477,1602.678714678373,220.3975185554836,117.41428571428573,23.457509712345036
ENSG00000172340,Q96I99,ENSMUSG00000061838,4986.417270054752,884.4862741452074,183.01428571428573,28.658705982151893
ENSG00000172831,O00748,ENSMUSG00000031877,972.2532927652566,171.62773198409525,178.17142857142858,28.133711349299688
ENSG00000172831,O00748,ENSMUSG00000031886,2357.8273524431315,414.77191419351004,178.17142857142858,28.133711349299688
ENSG00000172831,O00748,ENSMUSG00000050097,3.7125827734691015,6.7651125038970825,178.17142857142858,28.133711349299688
ENSG00000172831,O00748,ENSMUSG00000055730,2392.6716613886324,483.15406363021464,178.17142857142858,28.133711349299688
ENSG00000172831,O00748,ENSMUSG00000061825,386.57292455709046,139.60797667350752,178.17142857142858,28.133711349299688
ENSG00000172831,O00748,ENSMUSG00000062826,0.29625938501565285,0.7838286563203529,178.17142857142858,28.133711349299688
ENSG00000176619,Q03252,ENSMUSG00000062075,190.8279060900003,93.56993135040747,226.3,43.75880863704282
ENSG00000178035,P12268,ENSMUSG00000062867,721.1293156798276,194.13869514466822,92.62857142857142,20.328527925529865
ENSG00000178950,O14976,ENSMUSG00000062234,1048.9047363042364,184.54227274826437,10.914285714285715,2.7027323035702047
ENSG00000184178,Q8WU76,ENSMUSG00000062110,119.22415328648297,18.76825821020481,24.02857142857143,4.5261147009012355
ENSG00000005810,O75592,ENSMUSG00000033004,1010.5716123951612,127.831894604756,101.17142857142858,79.40612306964988
ENSG00000008710,P98161,ENSMUSG00000032855,685.0978577570947,124.49028400796753,36.51428571428571,6.715759716623918
ENSG00000047249,Q9UI12,ENSMUSG00000033793,1216.490505353148,377.2209242801127,17.342857142857145,5.094067511284456
ENSG00000053254,O00409,ENSMUSG00000033713,1901.3704250654332,132.00397751373666,87.82857142857142,17.028575423457504
ENSG00000060069,Q9Y5B0,ENSMUSG00000033323,158.53996318162055,19.01113881851308,,
ENSG00000066056,P35590,ENSMUSG00000033191,198.51703443603472,130.53455687770912,180.41428571428574,39.8942530769963
ENSG00000066135,O75164,ENSMUSG00000033326,713.0163728620207,163.59608239294033,19.599999999999998,6.362651438931206
ENSG00000068831,Q7LDG7,ENSMUSG00000032946,660.8334947364092,297.77122567833527,113.84285714285714,32.57467611212004
ENSG00000074696,Q9P035,ENSMUSG00000033629,2729.4958027030248,476.33634913270544,54.457142857142856,26.127690109846878
ENSG00000079805,P50570,ENSMUSG00000033335,1016.8224999053338,82.99644857681731,47.042857142857144,9.227108095688694
ENSG00000083520,Q9Y2L1,ENSMUSG00000033166,201.814220278731,44.43504695721253,12.385714285714284,3.5154082605147354
ENSG00000084070,Q8WU79,ENSMUSG00000032870,939.604961598515,277.5383182112743,37.65714285714286,7.6867542224394345
ENSG00000088832,P62942,ENSMUSG00000032966,987.5619570845839,231.90564392491325,44.11428571428572,10.059560721262232
ENSG00000091527,Q9UKY7,ENSMUSG00000032803,1962.0535706425346,427.70584102675747,26.157142857142855,6.331628843317003
ENSG00000099260,Q9NP74,ENSMUSG00000033377,866.0931217485087,213.35303162628483,154.3857142857143,33.01749175671529
ENSG00000100014,Q69YQ0,ENSMUSG00000033444,342.8274695251254,166.23817008216258,96.38571428571429,23.527744513759966
ENSG00000100024,Q9UBR1,ENSMUSG00000033427,6429.21952483318,2335.247120627267,70.88571428571429,20.890223277203827
ENSG00000100129,Q9Y262,ENSMUSG00000033047,1310.5619492063772,321.2065159943824,54.37142857142857,10.616765716813866
ENSG00000100154,Q96AY4,ENSMUSG00000033209,109.08118197371677,86.58699363053735,27.614285714285717,7.304434400058769
ENSG00000100994,P11216,ENSMUSG00000033059,99.48032370011869,92.9342812022511,87.45714285714287,19.868472273332706
ENSG00000101474,Q9HDC9,ENSMUSG00000033096,613.8676095664115,157.1059469666083,23.285714285714285,9.008038737969652
ENSG00000102900,Q8N1F7,ENSMUSG00000032939,123.80464375047409,32.058957891215336,15.642857142857142,3.987838655569849
ENSG00000104133,Q96JI7,ENSMUSG00000033396,356.57282790376246,82.47430601672991,,
ENSG00000107929,Q92615,ENSMUSG00000033499,2167.9688900435945,329.00426336100486,103.71428571428571,20.366756293154832
ENSG00000183386,Q13643,ENSMUSG00000032643,33.093545579274185,33.69617416309314,,
ENSG00000184432,P35606,ENSMUSG00000032458,1640.4994584421202,237.61009637155496,69.78571428571429,17.345453637906445
ENSG00000185909,Q8IXV7,ENSMUSG00000032609,353.6250734783779,200.06642809247916,17.414285714285715,5.916763916035119
ENSG00000197256,Q63ZY3,ENSMUSG00000032194,962.3822534349747,337.5408087191372,48.05714285714286,10.211571400925052
ENSG00000255529,P0CAP2,ENSMUSG00000032199,948.6576421941298,581.7642716728593,,
ENSG00000062485,O75390,ENSMUSG00000005683,3316.8843859424887,560.1545313093283,82.87142857142855,16.664704646419054
ENSG00000065911,P13995,ENSMUSG00000005667,27.10340718747087,9.286534703278775,21.857142857142858,2.4838526142917208
ENSG00000070010,Q92890,ENSMUSG00000005262,666.8552562880194,67.73382128767902,50.457142857142856,10.645007772481451
ENSG00000071127,O75083,ENSMUSG00000005103,795.1330844011255,271.3650503673731,62.52857142857143,11.63739866203129
ENSG00000072062,P17612,ENSMUSG00000005469,1386.1001136419488,533.0889795474017,59.02857142857143,14.341863463966167
ENSG00000090520,Q9UBS4,ENSMUSG00000004460,1513.326863236003,272.18118291472297,23.028571428571432,5.463428192906687
ENSG00000091436,Q9NYL2,ENSMUSG00000004085,280.91044067122544,42.78170531123282,,
ENSG00000099331,Q13459,ENSMUSG00000004677,643.5803641001442,63.71318126730346,,
ENSG00000099817,P19388,ENSMUSG00000004667,636.6077433944813,71.82893061086499,14.671428571428574,1.9232908305941716
ENSG00000099942,P46109,ENSMUSG00000006134,583.5331609540788,186.46318519447217,59.042857142857144,13.259569769649032
ENSG00000099998,P36269,ENSMUSG00000006344,55.907853898055954,19.8427134672227,156.72857142857143,26.187701584631565
ENSG00000100116,O75600,ENSMUSG00000006378,1936.3083840626787,708.6554709033031,101.57142857142857,18.87659170204501
ENSG00000101856,O00264,ENSMUSG00000006373,26635.385935176346,6673.749348199463,332.5571428571429,123.71254122821523
ENSG00000104774,O00754,ENSMUSG00000005142,1742.7286087168213,397.89400888990747,80.21428571428571,18.01762364755025
ENSG00000105221,P31751,ENSMUSG00000004056,1937.9287848967858,667.1438971080104,,
ENSG00000105254,Q99426,ENSMUSG00000006095,578.4682206235265,210.16456393165808,33.8,8.14739222082747
ENSG00000105379,P38117,ENSMUSG00000004610,8227.256085190971,2213.9029430248847,209.28571428571428,30.46038019960949
ENSG00000105402,P54920,ENSMUSG00000006024,1469.6758342082899,168.09146823088187,48.699999999999996,9.57131129992124
ENSG00000105675,P20648,ENSMUSG00000005553,18.757448196915554,15.199698391639345,23.9,6.999047554250983
ENSG00000106069,P52757,ENSMUSG00000004633,689.5828604585979,116.7222411719605,22.214285714285715,6.2645639836114615
ENSG00000106367,P61966,ENSMUSG00000004849,505.25764196584845,60.6873363912532,71.22857142857143,15.526398411062612
