ensembl_id,uniprot_id
ENSMUSG00000022215.7,Q91V79
ENSMUSG00000025580.16,Q91VC3
ENSMUSG00000025582.5,Q62443
ENSMUSG00000025583.17,"['F7B6I3', 'F7CN67', 'F6U5L3', 'E9PXZ5', 'F7BQS0', 'A0A991EQV1', 'A2ACM0']"
ENSMUSG00000025584.18,O88502
ENSMUSG00000025586.18,P70166
ENSMUSG00000025588.5,P50294
ENSMUSG00000025591.7,Q9CR02
ENSMUSG00000025592.18,Q925Q8
ENSMUSG00000025597.14,"['B1AZQ9', 'Q8BLJ6', 'B1AZR0']"
ENSMUSG00000025602.14,"['Q99PG8', 'E9Q2D3', 'Q8C879']"
ENSMUSG00000025607.16,Q9QXK3
ENSMUSG00000023017.11,Q6NXK8
ENSMUSG00000023018.6,Q61466
ENSMUSG00000023019.13,P13707
ENSMUSG00000023020.4,Q8BH51
ENSMUSG00000023021.16,Q9D6K9
ENSMUSG00000023022.15,Q9ERG0
ENSMUSG00000023025.17,"['G3X9Q6', 'A0A2R8VHW8', 'A0A2R8W6Y5', 'E9Q066', 'A0A2R8VKL5']"
ENSMUSG00000023026.17,Q3UH60
ENSMUSG00000023027.14,P81269
ENSMUSG00000023030.17,P49282
ENSMUSG00000023031.9,Q91X79
ENSMUSG00000015619.11,P23772
ENSMUSG00000015627.6,P97489
ENSMUSG00000015647.10,Q61001
ENSMUSG00000015652.10,Q9CWR7
ENSMUSG00000015653.14,Q8BWB6
ENSMUSG00000015656.18,P63017
ENSMUSG00000015659.13,Q3U213
ENSMUSG00000015668.14,Q9CZG9
ENSMUSG00000015671.12,P49722
ENSMUSG00000015672.5,Q9DCI9
ENSMUSG00000015697.15,"['G5E8N3', 'D3YYC3']"
ENSMUSG00000015702.14,Q9JHQ0
ENSMUSG00000032777.10,Q8K284
ENSMUSG00000032782.20,Q8CB62
ENSMUSG00000032783.10,B7ZNG4
ENSMUSG00000032786.17,Q8VC19
ENSMUSG00000032788.16,Q8K183
ENSMUSG00000032796.9,P19137
ENSMUSG00000032802.9,A2AQU8
ENSMUSG00000032803.16,Q4VAA2
ENSMUSG00000032806.14,P21129
ENSMUSG00000032807.6,O70582
ENSMUSG00000032808.3,P56655
ENSMUSG00000004996.10,Q9CQT1
ENSMUSG00000005034.16,P68181
ENSMUSG00000005043.14,"['G3XA02', 'B1ATE0', 'Q9EQ08']"
ENSMUSG00000005045.17,A2A8L1
ENSMUSG00000005054.8,Q62426
ENSMUSG00000005057.14,Q9JID9
ENSMUSG00000005069.13,O09012
ENSMUSG00000005078.17,Q8BI36
ENSMUSG00000005087.18,"['A2APM2', 'A2APM5', 'E9QKM8', 'A2APM3', 'Q3U8S1', 'A2APM1', 'A2APM4', 'Q80X37']"
ENSMUSG00000005089.16,P43006
ENSMUSG00000005102.14,Q9QZ05
ENSMUSG00000005103.13,O88342
ENSMUSG00000030382.16,Q4LDG0
ENSMUSG00000030386.20,"['F7BZQ2', 'Q2TAX9', 'Q7TSV0']"
ENSMUSG00000030393.9,Q80YP6
ENSMUSG00000030397.12,Q8CIP4
ENSMUSG00000030399.3,P07310
ENSMUSG00000030400.18,O08811
ENSMUSG00000030401.17,O70622
ENSMUSG00000030403.10,P70460
ENSMUSG00000030407.3,Q8BH73
ENSMUSG00000030409.17,P54265
ENSMUSG00000030410.17,Q08274
ENSMUSG00000025959.14,Q99JB0
ENSMUSG00000025962.16,Q922E6
ENSMUSG00000025964.16,Q9R1V7
ENSMUSG00000025967.17,O70251
ENSMUSG00000025968.17,Q91VD9
ENSMUSG00000025969.16,O35375
ENSMUSG00000025971.7,Q8BHE8
ENSMUSG00000025978.15,Q8CHX7
ENSMUSG00000025979.14,Q6PEB6
ENSMUSG00000025980.15,P63038
ENSMUSG00000025981.14,"['A0A0R4J066', 'G5E8J7']"
ENSMUSG00000027584.18,P35377
ENSMUSG00000027589.15,Q8BHD8
ENSMUSG00000027593.16,Q64012
ENSMUSG00000027597.16,P50247
ENSMUSG00000027598.17,Q8C863
ENSMUSG00000027599.10,Q9D7A8
ENSMUSG00000027601.14,Q99MB2
ENSMUSG00000027602.10,Q91VR7
ENSMUSG00000027603.16,Q99JP7
ENSMUSG00000027605.19,Q9QXG4
ENSMUSG00000027610.18,P51855
ENSMUSG00000026639.19,Q61087
ENSMUSG00000026640.13,P70207
ENSMUSG00000026641.14,Q61069
ENSMUSG00000026643.17,O70311
ENSMUSG00000026646.17,"['A0A0R4J074', 'Q8K085', 'F6WB49', 'E0CZC9']"
ENSMUSG00000026648.19,Q8K4J0
ENSMUSG00000026649.15,Q6P8X9
ENSMUSG00000026655.16,Q3TGF2
ENSMUSG00000026656.16,"['E9Q415', 'A0A0B4J1G1', 'A0A0B4J1E6']"
ENSMUSG00000026657.18,Q8BIE6
ENSMUSG00000026659.14,Q9D0T2
ENSMUSG00000025207.17,Q9WUH7
ENSMUSG00000025208.10,Q5RL20
ENSMUSG00000025209.6,Q8CIW5
ENSMUSG00000025212.18,Q91V61
ENSMUSG00000025213.12,Q8BJ66
ENSMUSG00000025216.10,P52955
ENSMUSG00000025217.16,Q3ULA2
ENSMUSG00000025218.7,Q9QXE2
ENSMUSG00000025220.9,Q9EQQ9
ENSMUSG00000025221.17,Q9JJ69
ENSMUSG00000025223.16,P70662
ENSMUSG00000030435.17,P26369
ENSMUSG00000030443.17,Q3V080
ENSMUSG00000030446.18,"['F6UQD0', 'Q7M6W8']"
ENSMUSG00000030447.16,Q7TMB8
ENSMUSG00000030450.12,Q62052
ENSMUSG00000030451.17,Q4U2R1
ENSMUSG00000030452.17,Q9JJC8
ENSMUSG00000030465.20,Q2PFD7
ENSMUSG00000030468.13,Q80ZE3
ENSMUSG00000030469.11,"['A0A0U1RNT5', 'Q8BIV1']"
ENSMUSG00000030470.16,P50462
ENSMUSG00000031636.8,O70209
ENSMUSG00000031637.14,Q9D4C6
ENSMUSG00000031639.13,Q99MB1
ENSMUSG00000031640.12,A0A1C7CYU8
ENSMUSG00000031641.15,Q91VT4
ENSMUSG00000031642.10,"['E9QQ33', 'A0A1B0GSY0']"
ENSMUSG00000031644.20,P51954
ENSMUSG00000031645.5,Q91Y47
ENSMUSG00000031647.11,Q9D3X9
ENSMUSG00000031652.12,Q6A037
ENSMUSG00000031657.17,Q8BQM4
ENSMUSG00000027356.9,P59113
ENSMUSG00000027357.17,Q80ZM8
ENSMUSG00000027358.7,P21274
ENSMUSG00000027359.17,O35488
ENSMUSG00000027360.6,P23738
ENSMUSG00000027361.16,Q00420
ENSMUSG00000027363.16,Q80U87
ENSMUSG00000027364.15,Q6P8X6
ENSMUSG00000027365.15,Q923J1
ENSMUSG00000027366.13,Q9JJF9
ENSMUSG00000027367.17,Q8R1R3
ENSMUSG00000031916.18,Q9JJA2
ENSMUSG00000031917.13,Q9CXK8
ENSMUSG00000031918.17,Q9Z2D1
ENSMUSG00000031919.7,Q9CQG0
ENSMUSG00000031921.18,O35144
ENSMUSG00000031922.13,Q8CEE0
ENSMUSG00000031924.5,Q9CQX2
ENSMUSG00000031925.18,"['E9Q7L5', 'F6U238']"
ENSMUSG00000031928.16,Q61216
ENSMUSG00000031930.12,Q9DBH0
ENSMUSG00000031931.5,Q8VE42
ENSMUSG00000038141.12,"['A0A338P7C9', 'Q3U3W2']"
ENSMUSG00000038143.17,Q499E5
ENSMUSG00000038145.18,Q8VDU5
ENSMUSG00000038146.9,Q61982
ENSMUSG00000038147.15,"['A0A0R4J0K5', 'A0A0R4J1S4', 'E9Q9E8']"
ENSMUSG00000038150.8,Q9CPZ6
ENSMUSG00000038151.14,Q60636
ENSMUSG00000038152.6,
ENSMUSG00000038155.12,P46425
ENSMUSG00000038156.17,Q8VCC9
ENSMUSG00000038160.8,Q99J83
ENSMUSG00000040957.16,Q9ESJ1
ENSMUSG00000040963.16,P24721
ENSMUSG00000040964.17,A2AWP8
ENSMUSG00000040972.9,Q7TNR6
ENSMUSG00000040978.5,Q5SS90
ENSMUSG00000040985.14,Q5SS91
ENSMUSG00000040987.16,Q8HWE5
ENSMUSG00000040990.18,Q8R550
ENSMUSG00000040997.15,Q8VD66
ENSMUSG00000040998.19,Q91V88
ENSMUSG00000041000.9,Q80V85
ENSMUSG00000003644.18,P18653
ENSMUSG00000003660.11,Q6P4T2
ENSMUSG00000003662.11,Q99KN2
ENSMUSG00000003680.17,Q8R2K4
ENSMUSG00000003721.15,Q91WG1
ENSMUSG00000003731.14,O35345
ENSMUSG00000003746.17,P45700
ENSMUSG00000003752.10,Q7TS72
ENSMUSG00000003762.14,"['A0A0R4J1X1', 'E9QLB8']"
ENSMUSG00000003778.15,Q8R3B7
ENSMUSG00000003779.17,P97329
ENSMUSG00000003808.19,Q8C0C7
ENSMUSG00000031109.17,Q8R0Z2
ENSMUSG00000031111.17,Q7TQA1
ENSMUSG00000031112.11,Q99JT2
ENSMUSG00000031119.5,P51655
ENSMUSG00000031129.10,Q8BZ00
ENSMUSG00000031132.2,P27548
ENSMUSG00000031133.13,Q8K4I3
ENSMUSG00000031134.17,Q9WV02
ENSMUSG00000031137.18,P70377
ENSMUSG00000031138.5,P16294
ENSMUSG00000031142.18,"['Q8C8Q4', 'Q7TNI3', 'S4R182', 'B1AVA4', 'B1AVA6', 'B1AVA5']"
ENSMUSG00000070476.11,A2AJW5
ENSMUSG00000070490.5,
ENSMUSG00000070493.4,Q9D1L0
ENSMUSG00000070495.12,A2APF3
ENSMUSG00000070498.4,"['F7BAB2', 'V9GX71']"
ENSMUSG00000070501.15,"['E9QL87', 'E9PVL3', 'A0A0R4J1R5']"
ENSMUSG00000070509.16,Q6PCX7
ENSMUSG00000070520.5,Q9CPR8
ENSMUSG00000070522.5,
ENSMUSG00000070526.3,Q9WVA7
ENSMUSG00000070527.4,Q60764
ENSMUSG00000024371.15,P21180
ENSMUSG00000024376.8,P52963
ENSMUSG00000024378.10,"['Q80SX0', 'D3YW24', 'D3YW30']"
ENSMUSG00000024379.5,Q9JIE6
ENSMUSG00000024381.17,O08539
ENSMUSG00000024382.14,P49135
ENSMUSG00000024383.10,G5E8L8
ENSMUSG00000024384.5,Q8C1D8
ENSMUSG00000024386.10,P33587
ENSMUSG00000024387.14,P67871
ENSMUSG00000024388.12,Q99MZ6
ENSMUSG00000038070.16,A2AM05
ENSMUSG00000038072.15,Q921L8
ENSMUSG00000038074.17,P59024
ENSMUSG00000038077.8,Q61923
ENSMUSG00000038079.15,Q3V0J1
ENSMUSG00000038080.18,Q8CIG3
ENSMUSG00000038084.17,P58281
ENSMUSG00000038085.14,Q9D5U8
ENSMUSG00000038086.5,Q99PR8
ENSMUSG00000038092.7,Q61694
ENSMUSG00000038095.16,"['A0A0G2JDL6', 'A0A0G2JGI0', 'A0A0G2JF11', 'A0A0G2JFU7', 'A0A0G2JG63', 'A0A0G2JEM3', 'A0A0G2JGC7', 'Q3TMM7', 'F7CVW0', 'B2RRI2']"
ENSMUSG00000043719.15,Q8C6K9
ENSMUSG00000043733.15,P35235
ENSMUSG00000043740.16,"['Q6QX36', 'A6XA72']"
ENSMUSG00000043747.13,"['A0A0J9YVH6', 'Q8BXD2']"
ENSMUSG00000043753.3,Q8CFG4
ENSMUSG00000043760.17,E9PZ36
ENSMUSG00000043770.11,
ENSMUSG00000043773.6,
ENSMUSG00000043782.10,Q8CHW5
ENSMUSG00000043789.9,Q3U515
ENSMUSG00000043794.10,
ENSMUSG00000027695.17,"['D6RH77', 'F6QJR6', 'F6WKY8', 'Q6NVF2', 'D3Z2V2']"
ENSMUSG00000027698.15,Q8BLF1
ENSMUSG00000027699.20,Q07139
ENSMUSG00000027706.9,Q8BU14
ENSMUSG00000027708.15,Q9QZ73
ENSMUSG00000027709.10,Q99MR8
ENSMUSG00000027710.15,Q8JZN5
ENSMUSG00000027712.14,P48036
ENSMUSG00000027713.7,G3X8Y2
ENSMUSG00000027714.12,Q9JHI7
ENSMUSG00000027715.10,P51943
ENSMUSG00000030074.10,Q810K9
ENSMUSG00000030075.11,Q07409
ENSMUSG00000030077.12,P70232
ENSMUSG00000030079.16,P60122
ENSMUSG00000030082.15,P61620
ENSMUSG00000030083.12,"['A0A0N4SW21', 'A0A0N4SVH8', 'A0A0N4SUP1', 'A0A0N4SV19', 'A0A0N4SVV0', 'A0A0N4SVK7', 'A0A0R4J0A1']"
ENSMUSG00000030084.12,P70206
ENSMUSG00000030086.17,Q91VN4
ENSMUSG00000030087.12,Q9EPW2
ENSMUSG00000030088.16,Q8R0Y6
ENSMUSG00000030089.16,Q921R8
ENSMUSG00000025723.13,Q9CR53
ENSMUSG00000025724.13,Q9R0P6
ENSMUSG00000025726.12,E9PXX9
ENSMUSG00000025728.17,Q9QYT7
ENSMUSG00000025730.15,Q8VHQ4
ENSMUSG00000025731.17,Q9DCS2
ENSMUSG00000025732.7,Q9CQB2
ENSMUSG00000025733.18,Q8JZN7
ENSMUSG00000025735.14,Q8VC82
ENSMUSG00000025736.16,Q3TA59
ENSMUSG00000025737.6,Q8CFJ9
ENSMUSG00000033450.9,B2RWW0
ENSMUSG00000033453.9,P59384
ENSMUSG00000033454.7,Q91VL9
ENSMUSG00000033458.18,Q69ZT1
ENSMUSG00000033460.15,Q9CX83
ENSMUSG00000033467.13,"['A0A0G2JF13', 'A0A0G2JGP1', 'A0A0R4J0F5']"
ENSMUSG00000033470.13,Q920A1
ENSMUSG00000033475.16,Q9CQN3
ENSMUSG00000033478.7,Q8CDM8
ENSMUSG00000033486.15,"['D6RCY8', 'A0A0A0MQ85']"
ENSMUSG00000033487.15,Q8BX90
ENSMUSG00000022351.15,P52019
ENSMUSG00000022353.11,"['G3X9H7', 'A0A2I3BQ67', 'A0A2I3BQ92', 'A0A2I3BPM9']"
ENSMUSG00000022354.5,Q9CQJ8
ENSMUSG00000022357.3,Q8BSF5
ENSMUSG00000022358.8,Q9CPU7
ENSMUSG00000022359.11,Q80WB5
ENSMUSG00000022360.9,Q8CDM1
ENSMUSG00000022361.15,P70121
ENSMUSG00000022362.14,"['H3BKS2', 'H3BJT1', 'H3BKI4', 'H3BIW7']"
ENSMUSG00000022364.15,Q6NXY1
ENSMUSG00000022365.7,Q99J56
ENSMUSG00000029474.8,Q99KR6
ENSMUSG00000029475.18,Q6P1G2
ENSMUSG00000029478.17,Q9WU42
ENSMUSG00000029480.14,"['A0A0G2JG97', 'A0A0G2JG93', 'Q6NZL1']"
ENSMUSG00000029482.5,Q9D2R0
ENSMUSG00000029484.13,O35639
ENSMUSG00000029486.15,Q99N96
ENSMUSG00000029490.5,Q8CE47
ENSMUSG00000029499.12,"['D6REH1', 'Q5D073']"
ENSMUSG00000029500.17,Q8BX10
ENSMUSG00000029501.15,Q6P1H6
ENSMUSG00000073433.12,Q62160
ENSMUSG00000073434.13,Q6ZPG2
ENSMUSG00000073435.11,Q9WV85
ENSMUSG00000073436.12,Q56A04
ENSMUSG00000073437.12,
ENSMUSG00000073448.5,"['A0A9L6KDY0', 'A0A9L6KEE6', 'A0A9L6KDU7']"
ENSMUSG00000073460.6,B2RXZ1
ENSMUSG00000073468.13,Q5SSN7
ENSMUSG00000073471.4,Q3UFY4
ENSMUSG00000073478.8,
ENSMUSG00000073481.10,Q922Q1
ENSMUSG00000022108.9,O89051
ENSMUSG00000022109.7,Q9CQA5
ENSMUSG00000022110.14,Q9Z2I9
ENSMUSG00000022111.10,Q9JKB1
ENSMUSG00000022114.6,Q9QXV8
ENSMUSG00000022119.16,Q6NZN0
ENSMUSG00000022120.5,Q8K2Y0
ENSMUSG00000022122.16,P48302
ENSMUSG00000022123.10,Q9EQG3
ENSMUSG00000022124.16,Q8C4V4
ENSMUSG00000022125.8,Q3UMW8
ENSMUSG00000026111.16,Q9CQ61
ENSMUSG00000026112.8,Q99M07
ENSMUSG00000026113.18,"['D3YUL8', 'E9Q9A0', 'F6V2U0', 'D3YUD3', 'D3Z230', 'Q3UEQ1', 'A0A0A6YXS5', 'F6R4N2', 'A0A0R4J0Q2', 'E9QAD0']"
ENSMUSG00000026114.15,Q9JJZ8
ENSMUSG00000026116.12,O70472
ENSMUSG00000026117.11,P43404
ENSMUSG00000026121.14,Q64151
ENSMUSG00000026123.12,Q9QZC7
ENSMUSG00000026126.16,Q61152
ENSMUSG00000026127.14,Q8VHZ7
ENSMUSG00000026131.22,Q91ZU6
ENSMUSG00000004933.18,"['A0A0R4J1P8', 'A0A0R4J1N6', 'D3Z4T5', 'D3YVQ8', 'D6RGA0']"
ENSMUSG00000004934.15,Q9JM05
ENSMUSG00000004936.9,P31938
ENSMUSG00000004937.7,Q8BJU0
ENSMUSG00000004939.8,Q9D7C9
ENSMUSG00000004945.16,Q8VCR3
ENSMUSG00000004947.16,Q8R3P2
ENSMUSG00000004951.11,P14602
ENSMUSG00000004952.14,Q6PFQ7
ENSMUSG00000004961.8,Q9R0N5
ENSMUSG00000004980.17,O88569
ENSMUSG00000004994.13,Q9D516
ENSMUSG00000022000.12,E9Q784
ENSMUSG00000022003.8,Q9CR58
ENSMUSG00000022008.5,Q69ZC8
ENSMUSG00000022009.2,Q9QXX8
ENSMUSG00000022010.20,P62500
ENSMUSG00000022012.10,Q8BHR2
ENSMUSG00000022013.5,Q78YY6
ENSMUSG00000022014.16,Q8VDI1
ENSMUSG00000022016.18,E9Q777
ENSMUSG00000022018.8,Q9DBX1
ENSMUSG00000022019.17,Q91W18
ENSMUSG00000030681.19,"['E9Q3X0', 'D3Z2N7']"
ENSMUSG00000030682.5,Q8VDP6
ENSMUSG00000030683.12,Q4V9Z5
ENSMUSG00000030685.6,Q8BGV7
ENSMUSG00000030688.16,Q9JMD3
ENSMUSG00000030689.16,"['A0A0U1RP99', 'A0A0U1RNZ5', 'D3YV78', 'A0A0U1RPF6', 'A0A0U1RP78', 'A0A0U1RPS2', 'A0A0U1RQ91', 'D3Z3H2', 'D3Z3H0', 'Q8R359']"
ENSMUSG00000030691.16,Q3USJ8
ENSMUSG00000030693.11,Q99M20
ENSMUSG00000030695.17,P05064
ENSMUSG00000030697.8,P97470
ENSMUSG00000030699.17,P70327
ENSMUSG00000021123.13,Q8BYK4
ENSMUSG00000021124.14,"['Q91XH6', 'E0CYE5', 'F6T4B9', 'F6UHS3']"
ENSMUSG00000021125.7,O08691
ENSMUSG00000021127.8,P23950
ENSMUSG00000021130.9,Q9JJ61
ENSMUSG00000021131.15,P84089
ENSMUSG00000021133.10,Q8BGE4
ENSMUSG00000021134.18,O35326
ENSMUSG00000021135.9,O08705
ENSMUSG00000021136.14,"['D3Z3A3', 'E9QKW2', 'A0A0R4J1E4']"
ENSMUSG00000021139.18,Q9D6K5
ENSMUSG00000027522.16,Q8BVI5
ENSMUSG00000027523.21,"['Q6R0H6', 'Q9Z0F1', 'P63094', 'Q6R0H7']"
ENSMUSG00000027524.10,P48299
ENSMUSG00000027525.19,Q8BYK5
ENSMUSG00000027530.16,Q9DAK4
ENSMUSG00000027531.17,"['Q924B0', 'Q80ZJ2', 'A0A0A6YW07', 'D3Z703']"
ENSMUSG00000027533.11,Q05816
ENSMUSG00000027534.17,Q8C080
ENSMUSG00000027536.7,Q9D7F7
ENSMUSG00000027540.14,P35821
ENSMUSG00000027544.17,Q60591
ENSMUSG00000043059.17,Q6PD29
ENSMUSG00000043061.11,Q3TUD9
ENSMUSG00000043065.13,Q8C804
ENSMUSG00000043067.16,A6X919
ENSMUSG00000043068.7,Q14BJ1
ENSMUSG00000043079.18,Q8CC35
ENSMUSG00000043085.15,Q8R115
ENSMUSG00000043088.17,Q8BH06
ENSMUSG00000043090.19,"['E9Q810', 'Q6PGD2']"
ENSMUSG00000043091.10,P68373
ENSMUSG00000043099.6,Q9R1Y5
ENSMUSG00000071317.5,Q9ES83
ENSMUSG00000071322.13,"['D3Z3T8', 'E9Q2X0', 'L7N265', 'Q80W76']"
ENSMUSG00000071324.12,Q3URY6
ENSMUSG00000071332.14,
ENSMUSG00000071335.7,
ENSMUSG00000071337.12,P52912
ENSMUSG00000071342.6,Q3UQS2
ENSMUSG00000071343.3,
ENSMUSG00000071347.4,Q4ZJN1
ENSMUSG00000071350.13,Q8C267
ENSMUSG00000071359.14,P62340
ENSMUSG00000024131.9,Q91WV7
ENSMUSG00000024132.7,P42125
ENSMUSG00000024135.11,"['B7ZWI7', 'B7ZWI4', 'Q8CHZ0', 'F8WGW3']"
ENSMUSG00000024136.15,Q9D1G0
ENSMUSG00000024137.10,Q8CCE9
ENSMUSG00000024140.11,P97481
ENSMUSG00000024142.16,Q9DCJ1
ENSMUSG00000024143.16,Q8R527
ENSMUSG00000024145.7,O09101
ENSMUSG00000024146.10,O70333
ENSMUSG00000024150.13,Q8K5B2
ENSMUSG00000028790.14,Q60749
ENSMUSG00000028792.15,Q9WTP6
ENSMUSG00000028793.16,A2A7Q9
ENSMUSG00000028794.14,Q3V1N9
ENSMUSG00000028795.16,Q8CEG5
ENSMUSG00000028796.18,Q9QWH1
ENSMUSG00000028797.21,Q8R1E7
ENSMUSG00000028798.17,Q9QZD9
ENSMUSG00000028799.16,"['E9QA68', 'B1ASA5']"
ENSMUSG00000028800.16,O09106
ENSMUSG00000028801.15,Q9D2F5
ENSMUSG00000050730.18,B2RQE8
ENSMUSG00000050732.10,"['A0A0R4J0R1', 'A0A0U1RPE8']"
ENSMUSG00000050737.14,Q9JM51
ENSMUSG00000050751.16,D3YZI9
ENSMUSG00000050761.5,P56400
ENSMUSG00000050762.6,Q8BJR6
ENSMUSG00000050777.8,Q9JJV3
ENSMUSG00000050786.9,Q8BIS8
ENSMUSG00000050796.5,Q91Z92
ENSMUSG00000050808.14,Q8C6Z1
ENSMUSG00000050812.19,Q6PDI5
ENSMUSG00000016498.11,Q9WUL5
ENSMUSG00000016503.19,Q8VHT7
ENSMUSG00000016510.12,Q9CZD5
ENSMUSG00000016520.8,Q91XL2
ENSMUSG00000016526.9,Q922Y0
ENSMUSG00000016528.11,P49138
ENSMUSG00000016529.6,P18893
ENSMUSG00000016534.16,P17047
ENSMUSG00000016541.11,P28658
ENSMUSG00000016552.14,Q3USW5
ENSMUSG00000016554.10,O70194
ENSMUSG00000016559.15,P84244
ENSMUSG00000052371.6,
ENSMUSG00000052373.15,"['B1AQF7', 'Q6XE40']"
ENSMUSG00000052374.17,Q9JI91
ENSMUSG00000052384.15,Q8BMT4
ENSMUSG00000052387.17,"['F7CJ77', 'J9T120', 'J9S2Z5', 'J9T153', 'E9PUC8', 'J9S314', 'Q8BIH6', 'J9SVL3', 'Q5F4T0', 'Q5F4S8', 'B2RUS0', 'Q5F4S9', 'Q5F4S6', 'Q5F4S7', 'A0A494BA79', 'A0A494BAQ5', 'J9SUB2', 'D3Z539']"
ENSMUSG00000052392.6,Q8BWN8
ENSMUSG00000052395.18,Q8C3B8
ENSMUSG00000052396.8,Q80W94
ENSMUSG00000052397.9,P26040
ENSMUSG00000052403.12,
ENSMUSG00000052406.15,Q6PAQ4
ENSMUSG00000022833.8,Q8K2J4
ENSMUSG00000022836.12,Q6PDN3
ENSMUSG00000022837.15,Q8BP00
ENSMUSG00000022838.15,Q91ZD6
ENSMUSG00000022840.10,P84309
ENSMUSG00000022841.16,P84091
ENSMUSG00000022842.19,B2RQR8
ENSMUSG00000022843.18,Q9R0A1
ENSMUSG00000022844.9,Q921X9
ENSMUSG00000022847.16,P40226
ENSMUSG00000022848.9,Q8BFQ6
ENSMUSG00000048120.17,P55772
ENSMUSG00000048126.17,"['J3QQ16', 'A0A087WQN9', 'E9PWQ3', 'D3YWD1', 'A0A087WS16']"
ENSMUSG00000048138.11,Q8BG36
ENSMUSG00000048142.10,A0A0R4J0R4
ENSMUSG00000048154.18,Q6PDK2
ENSMUSG00000048163.14,"['Q3TA56', 'A0A0G2JF74', 'A0A0J9YV23', 'A0A0J9YUH7', 'A0A0J9YTY7']"
ENSMUSG00000048164.10,
ENSMUSG00000048170.15,Q8R3C0
ENSMUSG00000048174.3,Q9D5K1
ENSMUSG00000048175.14,A0A0R4J1W1
ENSMUSG00000048186.15,Q8BSV3
ENSMUSG00000059022.16,Q3U492
ENSMUSG00000059027.16,
ENSMUSG00000059033.8,
ENSMUSG00000059040.6,P17182
ENSMUSG00000059049.15,Q684R7
ENSMUSG00000059058.8,
ENSMUSG00000059060.16,O35719
ENSMUSG00000059070.17,P35980
ENSMUSG00000059089.5,A0A0B4J1G0
ENSMUSG00000059108.5,"['A0A1B0GS75', 'Q3SXF0']"
ENSMUSG00000059119.10,Q78ZA7
ENSMUSG00000030055.17,Q8CG50
ENSMUSG00000030056.9,Q69ZQ2
ENSMUSG00000030057.16,P53996
ENSMUSG00000030058.18,Q9QZE5
ENSMUSG00000030059.16,B9EKI3
ENSMUSG00000030060.15,Q8R1M0
ENSMUSG00000030061.17,Q8C878
ENSMUSG00000030062.8,Q91YQ5
ENSMUSG00000030064.17,Q920B0
ENSMUSG00000030067.18,P58462
ENSMUSG00000030068.5,H3BJN7
ENSMUSG00000056214.10,Q9JK84
ENSMUSG00000056215.15,Q9D5S7
ENSMUSG00000056216.10,P53568
ENSMUSG00000056220.15,P47713
ENSMUSG00000056222.16,"['Q6DIC9', 'Q8BKQ3', 'A0A286YCI6', 'A0A087WPP6', 'Q8BM07']"
ENSMUSG00000056228.11,"['G3X975', 'A0A1B0GSP2', 'A0A1B0GR87', 'A0A1B0GRF1', 'A0A1B0GSW7']"
ENSMUSG00000056234.16,"['E9Q2H3', 'E9Q0D2', 'Q5U4H9', 'E9PVM8', 'E9PZ59', 'A0A2I3BRC7', 'E9Q8Q4', 'E9PWU9']"
ENSMUSG00000056258.10,Q8K3F6
ENSMUSG00000056260.16,Q8CDD9
ENSMUSG00000056267.15,Q6IQY5
ENSMUSG00000056268.16,Q3U1T9
ENSMUSG00000006705.14,O70477
ENSMUSG00000006711.16,Q5SZV5
ENSMUSG00000006715.12,O88513
ENSMUSG00000006717.8,Q9CQR4
ENSMUSG00000006720.17,Q7TSH9
ENSMUSG00000006724.13,O35084
ENSMUSG00000006728.13,P30285
ENSMUSG00000006731.11,Q09200
ENSMUSG00000006732.15,Q9Z120
ENSMUSG00000006736.10,Q9CQ88
ENSMUSG00000006740.15,Q61768
ENSMUSG00000006763.15,Q9D2C2
ENSMUSG00000056537.12,Q9WTV7
ENSMUSG00000056553.15,P80560
ENSMUSG00000056569.12,"['A0A5F8MPM4', 'E9QK82']"
ENSMUSG00000056579.19,A0A6I8MX38
ENSMUSG00000056592.15,Q5PPQ4
ENSMUSG00000056596.9,Q80ZI1
ENSMUSG00000056598.17,Q9D5E4
ENSMUSG00000056602.14,E9Q8I9
ENSMUSG00000056608.15,Q8BYH8
ENSMUSG00000056612.8,Q62084
ENSMUSG00000056629.17,P45878
ENSMUSG00000010307.8,Q9D8N3
ENSMUSG00000010311.16,"['F6Z4X6', 'E9PUR1', 'G3UVW2']"
ENSMUSG00000010342.17,Q7M6U3
ENSMUSG00000010358.14,Q9D8C4
ENSMUSG00000010362.10,Q9CQK3
ENSMUSG00000010376.16,P29595
ENSMUSG00000010392.9,O88630
ENSMUSG00000010406.13,Q9D0Y8
ENSMUSG00000010453.13,A2RSY1
ENSMUSG00000010461.17,Q9Z191
ENSMUSG00000010476.15,O08791
ENSMUSG00000010492.11,
ENSMUSG00000028538.13,P97325
ENSMUSG00000028539.15,Q9Z0L2
ENSMUSG00000028540.7,Q9CR25
ENSMUSG00000028541.15,Q9Z2Y2
ENSMUSG00000028542.18,P28571
ENSMUSG00000028544.15,Q8VDT1
ENSMUSG00000028545.14,Q8C6D4
ENSMUSG00000028546.18,Q61701
ENSMUSG00000028549.18,Q9CQ82
ENSMUSG00000028550.16,Q811C2
ENSMUSG00000028551.15,Q60772
ENSMUSG00000027859.11,P01139
ENSMUSG00000027860.16,Q80Z96
ENSMUSG00000027861.14,O09161
